step,customer,age,gender,merchant,category,amount,fraud
65,C1338727022,2,F,M1823072687,es_transportation,37.6,0
82,C35785606,2,F,M85975013,es_food,42.65,0
89,C1018653381,2,F,M1823072687,es_transportation,3.85,0
29,C830078297,5,F,M1913465890,es_health,238.69,0
61,C1542255731,2,F,M348934600,es_transportation,0.88,0
168,C1367987964,3,F,M1823072687,es_transportation,19.53,0
114,C546328029,3,M,M1823072687,es_transportation,13.06,0
137,C39890933,5,M,M1823072687,es_transportation,20.44,0
166,C587299231,2,F,M1823072687,es_transportation,13.56,0
90,C1977634536,4,F,M85975013,es_food,7.67,0
95,C823141445,1,F,M1823072687,es_transportation,17.99,0
52,C1199849921,5,M,M1823072687,es_transportation,27.64,0
95,C1482560016,5,M,M1823072687,es_transportation,9.58,0
142,C735563623,3,F,M1823072687,es_transportation,47.55,0
120,C228882909,2,M,M1823072687,es_transportation,22.78,0
100,C371570992,6,M,M1823072687,es_transportation,9.35,0
36,C118437987,2,M,M348934600,es_transportation,7.43,0
143,C1744098311,4,F,M1913465890,es_health,6.05,0
105,C825622087,2,F,M348934600,es_transportation,25.78,0
49,C874212917,2,F,M85975013,es_food,40.87,0
101,C23569509,5,M,M1823072687,es_transportation,30.79,0
78,C72452640,2,F,M1823072687,es_transportation,2.56,0
16,C478715873,5,F,M1823072687,es_transportation,37.45,0
148,C906611945,2,M,M1823072687,es_transportation,28.56,0
2,C1690998552,2,F,M348934600,es_transportation,58.62,0
163,C1648683269,3,M,M348934600,es_transportation,19.2,0
179,C1998442183,3,F,M1823072687,es_transportation,45.42,0
32,C467035555,2,F,M1823072687,es_transportation,16.26,0
8,C592766342,2,M,M348934600,es_transportation,18.61,0
122,C1965017830,5,M,M1823072687,es_transportation,9.69,0
103,C331622323,4,F,M1823072687,es_transportation,29.85,0
35,C446179646,5,F,M348934600,es_transportation,21.59,0
120,C1484585237,5,M,M1823072687,es_transportation,15.42,0
47,C837113913,1,M,M348934600,es_transportation,46.01,0
85,C952397244,4,M,M1823072687,es_transportation,21.76,0
91,C2141677873,1,M,M1823072687,es_transportation,44.33,0
68,C978276840,2,F,M1823072687,es_transportation,10.49,0
151,C447373253,4,M,M1823072687,es_transportation,44.22,0
149,C495124555,3,F,M1600850729,es_fashion,60.74,0
164,C574062699,2,M,M348934600,es_transportation,22.87,0
61,C1275053057,1,F,M1823072687,es_transportation,34.26,0
167,C1415998962,2,F,M1823072687,es_transportation,48.03,0
77,C342410301,3,F,M1823072687,es_transportation,26.59,0
170,C1032715879,3,F,M151143676,es_barsandrestaurants,85.62,0
51,C1275518867,5,F,M1535107174,es_wellnessandbeauty,0.65,1
74,C2138823885,4,M,M1823072687,es_transportation,10.76,0
149,C175698222,2,F,M348934600,es_transportation,48.28,0
160,C982406682,1,M,M1823072687,es_transportation,20.2,0
150,C1828122,6,M,M1823072687,es_transportation,71.61,0
72,C2120296918,4,F,M1823072687,es_transportation,38.76,0
46,C276623362,4,M,M1823072687,es_transportation,25.63,0
133,C2126019044,4,M,M85975013,es_food,12.22,0
39,C218446443,2,M,M1873032707,es_hotelservices,622.29,1
16,C1340235335,3,F,M151143676,es_barsandrestaurants,72.24,0
13,C1877766749,2,M,M348934600,es_transportation,21.78,0
42,C500992269,2,M,M1823072687,es_transportation,18.79,0
46,C1589138432,4,M,M348934600,es_transportation,0.08,0
108,C1344489848,4,F,M348934600,es_transportation,23.41,0
153,C1132565589,4,F,M1823072687,es_transportation,8.93,0
125,C1421006824,2,F,M1823072687,es_transportation,16.3,0
31,C1698214137,5,F,M1823072687,es_transportation,3.95,0
55,C471166875,1,M,M1823072687,es_transportation,40.64,0
130,C588719767,2,M,M1823072687,es_transportation,27.96,0
159,C1627004719,5,F,M1823072687,es_transportation,17.53,0
54,C591563666,4,M,M480139044,es_health,95.2,0
92,C454239699,3,F,M1823072687,es_transportation,14.58,0
130,C232517457,5,F,M1823072687,es_transportation,40.0,0
106,C1986443469,2,M,M1823072687,es_transportation,8.8,0
39,C1189752912,2,F,M348934600,es_transportation,53.11,0
143,C1689772812,2,M,M1823072687,es_transportation,27.88,0
114,C1509718305,1,M,M1823072687,es_transportation,47.91,0
126,C71746980,1,M,M1823072687,es_transportation,33.24,0
29,C1502804084,2,F,M85975013,es_food,66.3,0
110,C1756466427,4,M,M1823072687,es_transportation,36.11,0
10,C712473227,1,F,M348934600,es_transportation,40.71,0
89,C1148364854,5,F,M1823072687,es_transportation,45.19,0
126,C351252839,3,F,M1823072687,es_transportation,54.02,0
25,C413843100,3,F,M348934600,es_transportation,23.28,0
82,C1791750813,3,F,M348934600,es_transportation,47.35,0
60,C1823983599,2,F,M348934600,es_transportation,32.0,0
110,C755108533,4,F,M1823072687,es_transportation,37.62,0
80,C1679430600,4,M,M1823072687,es_transportation,12.21,0
118,C2092526272,6,F,M1823072687,es_transportation,7.08,0
88,C201406562,3,M,M348934600,es_transportation,23.52,0
165,C479535332,5,F,M1823072687,es_transportation,40.17,0
122,C995844287,5,F,M1823072687,es_transportation,25.12,0
155,C1453275851,3,F,M348934600,es_transportation,0.39,0
25,C784613823,5,F,M348934600,es_transportation,29.52,0
84,C1654186046,1,M,M1823072687,es_transportation,16.49,0
117,C1944646841,1,F,M1823072687,es_transportation,33.73,0
107,C2030210340,2,M,M348934600,es_transportation,15.49,0
86,C939437404,2,F,M348934600,es_transportation,23.27,0
24,C1093060677,2,M,M348934600,es_transportation,10.47,0
143,C181111540,2,F,M1823072687,es_transportation,8.15,0
42,C1376617526,3,F,M1823072687,es_transportation,24.73,0
4,C885555910,5,F,M1823072687,es_transportation,14.5,0
166,C714086473,3,F,M1823072687,es_transportation,71.83,0
133,C1705346216,3,M,M348934600,es_transportation,16.95,0
136,C1125832994,3,F,M1823072687,es_transportation,61.13,0
86,C1129461636,1,M,M855959430,es_hyper,2.08,0
23,C268686998,3,M,M1823072687,es_transportation,8.47,0
106,C1477378413,3,M,M1741626453,es_sportsandtoys,83.91,0
122,C2035341190,2,M,M348934600,es_transportation,47.42,0
124,C1615671416,6,F,M1823072687,es_transportation,23.58,0
75,C115603187,4,M,M348934600,es_transportation,39.51,0
21,C62153477,3,M,M1823072687,es_transportation,31.51,0
47,C26438018,4,M,M348934600,es_transportation,21.88,0
4,C1705346216,3,M,M348934600,es_transportation,6.72,0
52,C1374783350,4,F,M348934600,es_transportation,51.23,0
28,C781322360,3,M,M1823072687,es_transportation,20.33,0
119,C1594422820,4,F,M1823072687,es_transportation,52.83,0
3,C1309027409,3,M,M1823072687,es_transportation,51.7,0
72,C107125195,1,M,M1823072687,es_transportation,16.24,0
0,C1004300450,4,M,M348934600,es_transportation,4.2,0
88,C2132909556,2,M,M1823072687,es_transportation,12.79,0
122,C1519265307,5,F,M1823072687,es_transportation,48.69,0
129,C200511130,2,M,M1823072687,es_transportation,47.76,0
119,C2017390387,1,F,M348934600,es_transportation,9.78,0
133,C644663928,2,M,M348934600,es_transportation,17.35,0
91,C311783581,3,M,M1823072687,es_transportation,15.86,0
93,C1436301390,2,F,M348934600,es_transportation,21.58,0
116,C47809392,3,M,M1053599405,es_health,0.57,0
29,C30024621,2,F,M1823072687,es_transportation,19.76,0
76,C1668825144,6,F,M348934600,es_transportation,38.15,0
123,C1020192133,3,M,M1823072687,es_transportation,37.39,0
95,C480669012,5,F,M1823072687,es_transportation,17.93,0
154,C1743327214,2,M,M1823072687,es_transportation,32.44,0
89,C1156188729,2,F,M1946091778,es_wellnessandbeauty,39.51,0
142,C1060120913,1,M,M85975013,es_food,63.3,0
64,C1911232863,2,F,M348934600,es_transportation,59.0,0
139,C1477499235,3,F,M1823072687,es_transportation,14.54,0
96,C1940107136,2,F,M1888755466,es_otherservices,59.41,0
150,C1511497789,1,F,M1823072687,es_transportation,33.05,0
56,C1620127338,2,M,M348934600,es_transportation,1.71,0
72,C848293063,5,F,M348934600,es_transportation,39.55,0
66,C914285365,4,M,M1823072687,es_transportation,10.32,0
114,C240900578,1,M,M1823072687,es_transportation,31.9,0
46,C371570992,6,M,M1823072687,es_transportation,10.61,0
178,C1840158336,2,F,M1823072687,es_transportation,6.93,0
9,C402994775,1,M,M348934600,es_transportation,8.24,0
165,C841747618,3,M,M85975013,es_food,46.77,0
92,C1692967183,3,F,M1823072687,es_transportation,22.34,0
144,C1966964007,3,F,M85975013,es_food,67.76,0
75,C1368438034,4,M,M1823072687,es_transportation,5.89,0
85,C479535332,5,F,M1823072687,es_transportation,40.82,0
150,C665566426,3,F,M1946091778,es_wellnessandbeauty,106.38,0
95,C1002759277,1,F,M1600850729,es_fashion,73.75,0
136,C352968107,2,M,M1823072687,es_transportation,8.85,0
102,C1966964007,3,F,M1823072687,es_transportation,27.26,0
77,C572671067,1,M,M348934600,es_transportation,28.86,0
111,C359628860,4,F,M1823072687,es_transportation,54.33,0
8,C1457388461,2,F,M151143676,es_barsandrestaurants,17.53,0
167,C1903856065,1,M,M348934600,es_transportation,0.33,0
102,C1881708420,3,F,M1823072687,es_transportation,24.4,0
170,C1530157952,2,F,M855959430,es_hyper,70.32,0
37,C22920054,3,M,M348934600,es_transportation,37.26,0
66,C1273564839,5,F,M1823072687,es_transportation,20.6,0
52,C1711634686,3,F,M1823072687,es_transportation,10.34,0
66,C566987196,1,M,M348934600,es_transportation,21.09,0
64,C436675850,4,M,M1823072687,es_transportation,26.28,0
127,C1139909458,3,F,M1823072687,es_transportation,13.9,0
13,C2081591507,3,F,M348934600,es_transportation,18.17,0
1,C966335674,3,M,M348934600,es_transportation,28.8,0
17,C1885091211,3,F,M348934600,es_transportation,16.86,0
43,C477542874,2,F,M348934600,es_transportation,22.49,0
15,C1582152156,5,M,M348934600,es_transportation,18.21,0
86,C1944210063,3,M,M85975013,es_food,25.88,0
107,C1440755608,1,M,M1823072687,es_transportation,21.69,0
43,C1174416804,4,F,M1823072687,es_transportation,14.26,0
80,C746599731,2,F,M348934600,es_transportation,6.78,0
164,C1080719046,3,M,M1823072687,es_transportation,32.54,0
140,C1496334304,2,F,M1823072687,es_transportation,8.09,0
46,C150523972,6,M,M1823072687,es_transportation,28.97,0
155,C604267980,3,F,M1823072687,es_transportation,2.48,0
7,C1350793893,1,M,M348934600,es_transportation,11.75,0
144,C644344959,5,M,M1823072687,es_transportation,15.07,0
141,C1556534733,3,F,M1823072687,es_transportation,10.78,0
48,C969284083,3,F,M348934600,es_transportation,29.4,0
17,C1389311354,5,M,M348934600,es_transportation,6.87,0
38,C1350409226,5,M,M1823072687,es_transportation,26.78,0
103,C1209651258,2,M,M1823072687,es_transportation,12.14,0
80,C1460082550,6,F,M348934600,es_transportation,30.39,0
9,C1591152121,3,M,M1823072687,es_transportation,41.18,0
162,C1959067413,4,M,M1823072687,es_transportation,8.99,0
127,C696052681,2,F,M1946091778,es_wellnessandbeauty,45.0,0
68,C1996918734,2,M,M1823072687,es_transportation,18.0,0
37,C1006176917,2,M,M348934600,es_transportation,18.12,0
146,C1589138432,4,M,M1823072687,es_transportation,34.44,0
110,C986553990,5,F,M1823072687,es_transportation,45.24,0
115,C1786430014,1,F,M85975013,es_food,42.17,0
68,C1811749392,2,F,M1823072687,es_transportation,12.87,0
130,C281474709,5,F,M1823072687,es_transportation,35.15,0
132,C802146030,2,M,M348934600,es_transportation,19.68,0
24,C650108285,4,F,M1823072687,es_transportation,36.98,0
18,C867847701,1,F,M1823072687,es_transportation,28.05,0
118,C1797237747,3,M,M1823072687,es_transportation,2.65,0
162,C1624351292,2,M,M1823072687,es_transportation,7.88,0
78,C500992269,2,M,M1823072687,es_transportation,43.79,0
140,C1823983599,2,F,M348934600,es_transportation,63.87,0
63,C1828345671,4,M,M1823072687,es_transportation,13.11,0
81,C1214828746,2,F,M692898500,es_health,332.01,0
35,C1505467955,3,F,M1823072687,es_transportation,4.99,0
86,C1133298590,3,M,M348934600,es_transportation,20.48,0
34,C1840158336,2,F,M1053599405,es_health,31.25,0
174,C1343106500,4,F,M1823072687,es_transportation,23.4,0
177,C1926972512,3,F,M1823072687,es_transportation,2.9,0
84,C447736219,4,M,M348934600,es_transportation,54.16,0
47,C855112247,5,M,M1823072687,es_transportation,51.47,0
11,C1067734462,3,F,M348934600,es_transportation,32.78,0
137,C1922157108,2,F,M1823072687,es_transportation,1.94,0
34,C897883896,2,F,M1823072687,es_transportation,26.76,0
89,C1453275851,3,F,M348934600,es_transportation,36.12,0
123,C1867566140,4,F,M348934600,es_transportation,25.81,0
162,C1123042802,5,M,M1823072687,es_transportation,16.86,0
90,C1867566140,4,F,M348934600,es_transportation,42.23,0
87,C1741615821,3,M,M151143676,es_barsandrestaurants,46.12,0
82,C964866248,4,M,M348934600,es_transportation,54.08,0
63,C1555447628,2,F,M840466850,es_tech,199.42,0
124,C1769401317,3,M,M1823072687,es_transportation,45.15,0
101,C1078619612,6,F,M348934600,es_transportation,31.57,0
171,C150587559,2,F,M1823072687,es_transportation,10.04,0
166,C1117294574,1,F,M1823072687,es_transportation,23.82,0
141,C1966964007,3,F,M1823072687,es_transportation,9.15,0
143,C2014729870,2,F,M348934600,es_transportation,36.8,0
146,C848738212,4,M,M1823072687,es_transportation,44.21,0
145,C1890075917,2,M,M1823072687,es_transportation,16.38,0
171,C483009385,3,F,M348934600,es_transportation,5.44,0
135,C2144330803,2,M,M348934600,es_transportation,12.42,0
102,C1992960127,3,F,M1823072687,es_transportation,58.73,0
5,C1756466427,4,M,M348934600,es_transportation,17.03,0
81,C328208842,3,F,M1823072687,es_transportation,41.17,0
144,C911735174,3,M,M348934600,es_transportation,19.99,0
155,C1002759277,1,F,M1823072687,es_transportation,49.69,0
152,C1654186046,1,M,M1823072687,es_transportation,2.87,0
104,C825739161,3,F,M1823072687,es_transportation,17.79,0
100,C777971561,2,F,M85975013,es_food,38.32,0
143,C1871220408,2,M,M348934600,es_transportation,29.89,0
45,C1777674460,2,F,M1823072687,es_transportation,53.43,0
40,C1364381627,3,M,M348934600,es_transportation,36.38,0
43,C1915603015,4,F,M348934600,es_transportation,39.48,0
83,C2084449024,4,F,M1823072687,es_transportation,45.48,0
22,C1908932714,2,F,M348934600,es_transportation,10.93,0
88,C1212956427,2,F,M348934600,es_transportation,36.82,0
168,C374616385,1,F,M840466850,es_tech,333.82,1
129,C407936671,2,F,M1823072687,es_transportation,53.05,0
20,C143836998,5,F,M1313686961,es_contents,26.58,0
158,C1960353164,2,F,M1823072687,es_transportation,46.34,0
98,C1205257074,1,F,M348934600,es_transportation,38.85,0
43,C1200311106,3,F,M1823072687,es_transportation,20.39,0
105,C1791014902,4,F,M1823072687,es_transportation,36.31,0
39,C976209265,4,M,M1946091778,es_wellnessandbeauty,141.66,0
61,C1890075917,2,M,M348934600,es_transportation,57.59,0
14,C1911293580,5,M,M1823072687,es_transportation,21.21,0
106,C351252839,3,F,M1823072687,es_transportation,15.47,0
170,C1911232863,2,F,M1823072687,es_transportation,26.36,0
169,C1296664552,3,M,M1823072687,es_transportation,28.72,0
3,C341886098,5,M,M348934600,es_transportation,2.84,0
146,C1545573016,2,F,M209847108,es_wellnessandbeauty,0.91,0
85,C1591587046,3,M,M348934600,es_transportation,43.89,0
3,C1435256152,3,F,M348934600,es_transportation,29.06,0
64,C1542345868,6,F,M1823072687,es_transportation,38.06,0
146,C1983995504,2,F,M1823072687,es_transportation,18.59,0
171,C984099618,3,M,M1823072687,es_transportation,32.27,0
63,C299357678,3,F,M348934600,es_transportation,23.63,0
42,C161101673,2,M,M1823072687,es_transportation,38.43,0
112,C1143401925,1,F,M1823072687,es_transportation,29.49,0
20,C158030246,4,F,M1823072687,es_transportation,28.02,0
151,C1073155388,2,M,M1823072687,es_transportation,21.36,0
152,C1949440316,2,M,M348934600,es_transportation,30.29,0
163,C75274383,4,M,M1823072687,es_transportation,33.56,0
11,C936786093,5,F,M348934600,es_transportation,47.34,0
65,C1074203200,1,M,M348934600,es_transportation,50.47,0
154,C842993265,2,F,M1823072687,es_transportation,9.56,0
120,C1139944236,2,F,M1823072687,es_transportation,12.7,0
2,C991774315,3,F,M1823072687,es_transportation,50.67,0
172,C2005297705,3,M,M1313686961,es_contents,45.47,0
66,C1767734624,3,F,M1823072687,es_transportation,11.98,0
55,C1679430600,4,M,M1823072687,es_transportation,51.46,0
96,C765155274,1,F,M1823072687,es_transportation,2.71,0
98,C1045324088,2,F,M348934600,es_transportation,41.76,0
88,C1524019070,3,M,M1823072687,es_transportation,7.67,0
30,C2101882723,1,F,M348934600,es_transportation,27.16,0
134,C1630697663,4,F,M1823072687,es_transportation,10.78,0
153,C965801920,3,F,M348934600,es_transportation,2.26,0
11,C186516178,3,F,M1823072687,es_transportation,58.18,0
19,C289617636,2,M,M85975013,es_food,21.76,0
41,C1141481813,5,M,M1823072687,es_transportation,3.42,0
176,C1396527012,3,F,M1823072687,es_transportation,25.5,0
15,C1275053057,1,F,M348934600,es_transportation,26.96,0
168,C1670516684,4,F,M1823072687,es_transportation,29.73,0
55,C855978131,3,F,M348934600,es_transportation,59.4,0
65,C1580955370,2,M,M348934600,es_transportation,41.18,0
23,C1960297159,2,F,M1823072687,es_transportation,20.18,0
94,C1519265307,5,F,M1823072687,es_transportation,36.95,0
26,C95715318,1,F,M348934600,es_transportation,8.54,0
124,C617179674,6,F,M348934600,es_transportation,11.84,0
137,C177123752,4,M,M1823072687,es_transportation,28.98,0
155,C1899061870,3,F,M1823072687,es_transportation,4.54,0
86,C2117552812,1,F,M1823072687,es_transportation,2.98,0
110,C1524407626,1,M,M1823072687,es_transportation,38.28,0
146,C428024823,3,M,M1823072687,es_transportation,33.63,0
174,C874655320,2,M,M1823072687,es_transportation,34.2,0
46,C298317613,6,F,M348934600,es_transportation,19.11,0
159,C1635613216,4,F,M1823072687,es_transportation,19.38,0
68,C923875417,5,F,M348934600,es_transportation,35.96,0
15,C109617474,2,F,M348934600,es_transportation,8.57,0
157,C1890779401,5,F,M348934600,es_transportation,13.1,0
89,C274387846,3,F,M348934600,es_transportation,68.44,0
23,C601235628,4,F,M348934600,es_transportation,62.75,0
167,C2120633706,1,F,M1823072687,es_transportation,18.94,0
116,C1918064652,2,M,M348934600,es_transportation,5.56,0
158,C1475799889,3,F,M348934600,es_transportation,15.95,0
163,C1446511647,3,F,M1823072687,es_transportation,11.21,0
115,C874725016,2,F,M1823072687,es_transportation,27.97,0
59,C121713128,2,F,M348934600,es_transportation,0.06,0
139,C893284971,4,M,M85975013,es_food,40.7,0
77,C1436301390,2,F,M348934600,es_transportation,26.1,0
166,C1040980271,3,M,M1823072687,es_transportation,5.62,0
21,C700940580,1,F,M1823072687,es_transportation,39.28,0
44,C574289698,3,M,M1823072687,es_transportation,14.83,0
33,C617179674,6,F,M348934600,es_transportation,43.93,0
135,C868096672,1,M,M1823072687,es_transportation,30.3,0
142,C1118984324,3,F,M1823072687,es_transportation,50.96,0
5,C353985741,2,M,M1823072687,es_transportation,39.26,0
91,C208151769,1,M,M348934600,es_transportation,29.74,0
50,C1014010834,1,M,M85975013,es_food,48.6,0
128,C1610742916,3,M,M1823072687,es_transportation,13.8,0
89,C23569509,5,M,M1823072687,es_transportation,50.6,0
48,C732771224,4,F,M855959430,es_hyper,33.44,1
67,C1413774656,2,F,M1823072687,es_transportation,59.67,0
98,C1143297842,2,M,M348934600,es_transportation,39.88,0
4,C967109509,5,M,M1823072687,es_transportation,6.86,0
102,C302774270,2,F,M1823072687,es_transportation,46.73,0
120,C2068909690,2,F,M1823072687,es_transportation,27.09,0
21,C1528848756,2,M,M348934600,es_transportation,5.52,0
128,C128008012,5,F,M348934600,es_transportation,1.13,0
161,C44151986,1,F,M1823072687,es_transportation,18.74,0
90,C54876469,4,M,M348934600,es_transportation,48.62,0
40,C300112558,1,F,M348934600,es_transportation,38.44,0
148,C878904462,2,F,M349281107,es_fashion,95.86,0
75,C1225717157,5,M,M1823072687,es_transportation,23.81,0
155,C775739646,2,M,M1823072687,es_transportation,20.73,0
114,C419754917,2,F,M348934600,es_transportation,18.26,0
13,C1085689043,2,M,M348934600,es_transportation,32.07,0
130,C394488921,5,F,M480139044,es_health,630.7,1
70,C1806963277,3,M,M348934600,es_transportation,17.64,0
46,C1899061870,3,F,M348934600,es_transportation,28.69,0
80,C982406682,1,M,M1823072687,es_transportation,68.46,0
157,C929298953,4,M,M1823072687,es_transportation,6.45,0
67,C537423962,3,F,M1053599405,es_health,101.0,0
142,C1720679886,2,F,M1823072687,es_transportation,15.48,0
35,C2125787399,4,F,M348934600,es_transportation,5.87,0
57,C1750373007,3,F,M85975013,es_food,6.83,0
166,C572709519,4,F,M480139044,es_health,253.97,0
44,C1434797923,3,M,M855959430,es_hyper,63.92,0
73,C1171622243,5,M,M348934600,es_transportation,4.07,0
67,C1367987964,3,F,M1946091778,es_wellnessandbeauty,61.75,0
51,C1966686053,4,F,M1823072687,es_transportation,19.58,0
178,C93241312,4,M,M348934600,es_transportation,54.64,0
133,C1628447668,3,M,M1823072687,es_transportation,25.17,0
54,C5079947,3,F,M1823072687,es_transportation,11.84,0
77,C1896850232,2,F,M1823072687,es_transportation,28.67,0
164,C755615643,3,F,M1946091778,es_wellnessandbeauty,49.34,0
40,C281474709,5,F,M348934600,es_transportation,54.25,0
128,C961154945,3,M,M1823072687,es_transportation,19.82,0
90,C1620825260,3,F,M348934600,es_transportation,18.34,0
19,C1767072624,2,F,M151143676,es_barsandrestaurants,33.93,0
49,C2134625729,2,F,M348934600,es_transportation,28.34,0
29,C616472041,2,M,M1823072687,es_transportation,22.76,0
28,C2027892936,4,F,M151143676,es_barsandrestaurants,12.88,0
61,C2005671734,2,F,M1823072687,es_transportation,48.17,0
50,C506520283,4,F,M348934600,es_transportation,52.11,0
98,C1201696181,4,F,M348934600,es_transportation,41.09,0
71,C617323407,3,F,M348934600,es_transportation,33.44,0
97,C1525483242,3,M,M151143676,es_barsandrestaurants,42.26,0
32,C866263389,3,M,M348934600,es_transportation,32.57,0
36,C763253161,3,F,M348934600,es_transportation,3.74,0
128,C718801730,2,M,M348934600,es_transportation,53.18,0
98,C393339341,3,M,M1053599405,es_health,361.91,0
47,C2092733799,2,F,M349281107,es_fashion,12.1,0
178,C342410301,3,F,M348934600,es_transportation,53.26,0
22,C2020967123,3,M,M348934600,es_transportation,52.16,0
88,C1768385310,2,F,M348934600,es_transportation,13.64,0
64,C58668191,3,F,M348934600,es_transportation,1.19,0
23,C2066612191,2,M,M1823072687,es_transportation,13.22,0
34,C1689083890,2,F,M1053599405,es_health,211.28,0
38,C1093826151,4,M,M348934600,es_transportation,35.69,0
113,C1212956427,2,F,M348934600,es_transportation,40.62,0
1,C935791733,3,U,M85975013,es_food,62.87,0
30,C1615801620,1,M,M348934600,es_transportation,13.27,0
1,C1338125837,3,F,M480139044,es_health,801.49,1
99,C1085056650,1,F,M348934600,es_transportation,2.38,0
152,C784763814,5,F,M1823072687,es_transportation,8.67,0
155,C1082608644,4,F,M1823072687,es_transportation,35.27,0
21,C1299368401,4,M,M1823072687,es_transportation,17.93,0
58,C249282739,4,M,M1823072687,es_transportation,14.07,0
54,C1548142512,4,F,M348934600,es_transportation,8.49,0
112,C52299933,3,M,M1823072687,es_transportation,9.72,0
144,C27106217,2,M,M1823072687,es_transportation,25.83,0
72,C1671770086,2,M,M348934600,es_transportation,5.53,0
127,C1271484467,6,F,M348934600,es_transportation,25.77,0
102,C1902378891,5,F,M1400236507,es_home,166.12,0
50,C1017941602,5,M,M1823072687,es_transportation,35.91,0
105,C460218551,6,M,M1823072687,es_transportation,32.87,0
52,C1200227736,2,M,M1823072687,es_transportation,18.17,0
60,C1580559195,2,M,M1823072687,es_transportation,9.09,0
50,C17589297,4,F,M1823072687,es_transportation,40.93,0
53,C294914134,2,F,M348934600,es_transportation,16.28,0
143,C1296664552,3,M,M1823072687,es_transportation,22.37,0
47,C2016264883,1,M,M1823072687,es_transportation,18.38,0
89,C970538683,2,M,M1823072687,es_transportation,31.09,0
53,C1580025618,2,F,M855959430,es_hyper,46.98,0
170,C1838285576,3,M,M1823072687,es_transportation,17.83,0
163,C1207205377,4,M,M1823072687,es_transportation,40.28,0
50,C696806398,2,F,M348934600,es_transportation,21.18,0
62,C947156375,6,M,M348934600,es_transportation,36.66,0
65,C1303226190,1,F,M1823072687,es_transportation,26.32,0
104,C295271306,6,F,M348934600,es_transportation,26.0,0
148,C1497895052,2,M,M1823072687,es_transportation,49.52,0
169,C257664421,4,M,M1823072687,es_transportation,12.94,0
7,C404075543,4,M,M78078399,es_wellnessandbeauty,24.31,0
175,C867847701,1,F,M348934600,es_transportation,19.53,0
98,C205797331,4,F,M348934600,es_transportation,2.59,0
103,C880299982,3,M,M1823072687,es_transportation,62.35,0
8,C1754543106,2,M,M1823072687,es_transportation,22.11,0
20,C597641228,2,M,M348934600,es_transportation,19.8,0
141,C375144053,6,F,M480139044,es_health,318.98,0
29,C207380283,3,F,M1823072687,es_transportation,52.78,0
88,C1857140958,4,M,M348934600,es_transportation,25.51,0
72,C1100337763,2,F,M348934600,es_transportation,68.6,0
168,C478503155,2,M,M1823072687,es_transportation,32.37,0
22,C848308923,3,M,M348934600,es_transportation,30.73,0
154,C965952231,5,M,M1823072687,es_transportation,5.07,0
32,C369405043,4,M,M1823072687,es_transportation,8.35,0
171,C383264569,1,F,M1823072687,es_transportation,51.31,0
173,C1082732879,2,F,M348934600,es_transportation,38.83,0
167,C53785803,3,M,M1823072687,es_transportation,2.28,0
129,C95356,1,M,M348934600,es_transportation,4.36,0
53,C660690290,5,F,M1823072687,es_transportation,16.58,0
61,C1255643141,1,F,M348934600,es_transportation,3.19,0
124,C1595099029,2,F,M1823072687,es_transportation,58.78,0
97,C2084449024,4,F,M348934600,es_transportation,42.61,0
171,C369405043,4,M,M1823072687,es_transportation,19.97,0
12,C526384621,3,M,M1823072687,es_transportation,62.98,0
126,C484986935,2,F,M348934600,es_transportation,23.22,0
65,C1107580024,4,F,M1823072687,es_transportation,46.01,0
169,C548185127,2,F,M348934600,es_transportation,12.26,0
8,C144835944,4,F,M1741626453,es_sportsandtoys,9.74,0
169,C1645168081,3,F,M348934600,es_transportation,23.06,0
6,C332229910,4,F,M1872033263,es_home,63.98,0
117,C2130871815,4,M,M348934600,es_transportation,20.24,0
65,C1983511229,3,M,M1823072687,es_transportation,21.25,0
172,C1810630647,2,F,M480139044,es_health,226.52,0
9,C1557689947,1,F,M1823072687,es_transportation,15.99,0
10,C1187730955,3,M,M1823072687,es_transportation,50.24,0
1,C1487982242,2,F,M348934600,es_transportation,35.5,0
114,C1862384239,4,M,M85975013,es_food,27.06,0
91,C450949430,5,F,M348934600,es_transportation,10.15,0
46,C198230909,4,F,M348934600,es_transportation,11.56,0
149,C1943367280,3,F,M1823072687,es_transportation,53.06,0
141,C86186949,2,F,M1823072687,es_transportation,18.19,0
102,C985141335,5,F,M348934600,es_transportation,10.28,0
132,C1921248691,0,F,M348934600,es_transportation,41.55,0
141,C1935661715,2,M,M348934600,es_transportation,51.31,0
95,C413843100,3,F,M1823072687,es_transportation,24.5,0
146,C949023995,3,M,M348934600,es_transportation,25.63,0
122,C940412764,2,M,M348934600,es_transportation,5.26,0
42,C1422393615,2,M,M1823072687,es_transportation,72.24,0
74,C560478089,3,F,M348934600,es_transportation,37.72,0
131,C678697032,2,F,M1823072687,es_transportation,17.24,0
157,C1101433185,2,F,M480139044,es_health,29.0,1
144,C1002759277,1,F,M1823072687,es_transportation,39.51,0
104,C2068249421,5,M,M348934600,es_transportation,46.03,0
107,C995746715,3,F,M349281107,es_fashion,78.37,0
155,C1267365709,3,F,M1823072687,es_transportation,20.84,0
75,C1827713539,4,M,M1053599405,es_health,225.4,0
38,C1734948367,3,M,M1823072687,es_transportation,47.41,0
148,C1999699557,3,F,M1823072687,es_transportation,71.76,0
47,C1690988973,1,F,M348934600,es_transportation,37.53,0
